Time,Timestamp,Fp1,Fp2,C3,C4,P7,P8,O1,O2,Estimulo
0.920,1595457114552.671,38109.680,10468.842,-61555.762,-17095.262,-17308.498,-27760.643,-63246.137,-25158.363,0
0.924,1595457114556.671,36258.664,10520.697,-61575.926,-17071.367,-16606.920,-27774.008,-63213.367,-25068.955,0
0.928,1595457114560.671,35395.035,10470.138,-61619.020,-17119.156,-15835.651,-27668.777,-63228.164,-25047.387,0
0.932,1595457114564.671,37719.262,10424.562,-61645.035,-17188.334,-15959.994,-27754.965,-63289.992,-25139.834,0
0.936,1595457114568.670,39079.879,10410.615,-61621.367,-17171.146,-16959.676,-27793.275,-63305.168,-25177.115,0
0.940,1595457114572.670,38122.867,10526.196,-61549.168,-17054.291,-17264.107,-27663.680,-63223.090,-25034.289,0
0.944,1595457114576.670,36257.969,10564.529,-61552.297,-17020.518,-16576.389,-27659.121,-63178.590,-24928.117,0
0.948,1595457114580.670,35315.664,10510.460,-61608.223,-17095.686,-15816.317,-27748.305,-63206.059,-24966.070,0
0.952,1595457114584.670,37606.383,10472.082,-61650.156,-17188.223,-15964.442,-27908.566,-63287.309,-25100.941,0
0.956,1595457114588.670,39034.480,10476.866,-61600.223,-17157.266,-16945.996,-27863.281,-63279.887,-25133.686,0
0.960,1595457114592.670,38124.898,10589.161,-61535.715,-17024.475,-17203.131,-27602.369,-63186.258,-24982.768,0
0.964,1595457114596.669,36261.078,10619.850,-61567.699,-17015.980,-16562.709,-27641.730,-63164.887,-24920.160,0
0.968,1595457114600.669,35263.766,10564.261,-61602.055,-17097.855,-15839.765,-27753.244,-63188.668,-24975.078,0
0.972,1595457114604.669,37558.328,10513.053,-61660.391,-17191.463,-16016.991,-27821.773,-63284.961,-25105.166,0
0.976,1595457114608.669,39044.047,10514.126,-61608.668,-17149.801,-16969.354,-27695.486,-63272.062,-25119.426,0
0.980,1595457114612.669,38148.637,10618.419,-61553.016,-17029.078,-17214.799,-27643.988,-63192.582,-25017.859,0
0.984,1595457114616.669,36265.012,10662.273,-61579.859,-17009.721,-16574.600,-27674.945,-63166.004,-24951.609,0
0.988,1595457114620.669,35200.957,10611.714,-61638.844,-17093.316,-15858.249,-27795.176,-63201.523,-25006.729,0
0.992,1595457114624.669,37499.520,10579.125,-61662.785,-17170.520,-15938.313,-27875.508,-63262.320,-25126.869,0
0.996,1595457114628.668,39046.527,10590.569,-61607.598,-17124.117,-16903.686,-27765.225,-63266.723,-25142.807,0
1.000,1595457114632.668,38183.664,10686.682,-61562.379,-17011.086,-17263.391,-27635.650,-63206.262,-25027.471,0
1.004,1595457114636.668,36299.969,10704.361,-61599.148,-17005.162,-16625.584,-27674.811,-63184.648,-24970.094,0
1.008,1595457114640.668,35214.391,10659.726,-61645.348,-17072.352,-15875.795,-27744.438,-63210.418,-25015.289,0
1.012,1595457114644.668,37522.656,10649.443,-61645.395,-17142.736,-15915.917,-27830.246,-63256.820,-25123.047,0
1.016,1595457114648.668,39091.613,10628.992,-61633.523,-17128.855,-16886.139,-27796.605,-63281.387,-25175.217,0
1.020,1595457114652.668,38252.953,10742.203,-61558.578,-17002.926,-17251.076,-27663.412,-63200.090,-25048.213,0
1.024,1595457114656.667,36395.008,10786.482,-61582.785,-16979.859,-16600.908,-27719.537,-63169.648,-24968.775,0
1.028,1595457114660.667,35238.441,10725.976,-61647.785,-17090.814,-15936.011,-28007.205,-63227.629,-25070.186,0
1.032,1595457114664.667,37531.641,10682.256,-61681.336,-17166.363,-15992.293,-27830.961,-63287.621,-25151.926,0
1.036,1595457114668.667,39135.445,10697.388,-61619.086,-17105.387,-16902.635,-27731.295,-63260.375,-25150.248,0
1.040,1595457114672.667,38299.758,10796.809,-61557.328,-16996.176,-17192.291,-27595.529,-63174.879,-25040.078,0
1.044,1595457114676.667,36414.770,10826.380,-61582.184,-16979.770,-16585.775,-27682.590,-63151.855,-24972.598,0
1.048,1595457114680.667,35242.844,10792.964,-61623.152,-17055.117,-15860.977,-27750.203,-63171.973,-25003.197,0
1.052,1595457114684.667,37500.059,10754.966,-61663.566,-17152.840,-15946.539,-27821.975,-63241.020,-25119.135,0
1.056,1595457114688.667,39076.973,10763.058,-61624.094,-17126.600,-16910.436,-27889.119,-63241.375,-25176.580,0
1.060,1595457114692.667,38261.871,10880.449,-61567.609,-17006.234,-17308.184,-27673.604,-63172.352,-25051.119,0
1.064,1595457114696.666,36404.598,10925.062,-61573.531,-16968.348,-16669.998,-27647.654,-63131.516,-24967.076,0
1.068,1595457114700.666,35172.949,10868.781,-61636.410,-17065.512,-15986.057,-27784.760,-63182.367,-25032.545,0
1.072,1595457114704.666,37452.961,10827.944,-61668.996,-17161.580,-15973.025,-27859.504,-63246.492,-25158.766,0
1.076,1595457114708.666,39068.590,10835.455,-61618.930,-17129.549,-16918.393,-27816.723,-63251.859,-25180.424,0
1.080,1595457114712.666,38266.430,10971.107,-61535.781,-16987.281,-17303.938,-27653.600,-63168.328,-25030.377,0
1.084,1595457114716.666,36430.793,10988.676,-61575.613,-17004.268,-16681.285,-27739.900,-63164.418,-24979.795,0
1.088,1595457114720.666,35227.266,10926.784,-61626.598,-17081.873,-15968.712,-27772.689,-63212.297,-25005.857,0
1.092,1595457114724.665,37488.723,10863.596,-61658.156,-17175.861,-15912.676,-27825.373,-63266.590,-25116.744,0
1.096,1595457114728.665,39101.918,10890.686,-61594.344,-17134.287,-16823.621,-27813.459,-63252.773,-25147.008,0
1.100,1595457114732.665,38290.371,10982.484,-61539.848,-17037.281,-17248.059,-27772.623,-63195.422,-25038.758,0
1.104,1595457114736.665,36478.695,10993.594,-61570.469,-17005.766,-16635.465,-27658.383,-63174.746,-24938.242,0
1.108,1595457114740.665,35248.453,10944.464,-61606.859,-17067.725,-15841.575,-27698.393,-63183.148,-24951.811,0
1.112,1595457114744.665,37478.621,10902.041,-61653.172,-17158.785,-15835.428,-27815.561,-63250.762,-25078.076,0
1.116,1595457114748.665,39083.074,10902.510,-61626.172,-17136.947,-16838.262,-27723.828,-63268.422,-25112.072,0
1.120,1595457114752.665,38281.316,10998.868,-61550.176,-17032.252,-17227.182,-27662.629,-63176.801,-25003.062,0
1.124,1595457114756.664,36489.086,11021.265,-61574.562,-17005.273,-16589.688,-27619.379,-63146.449,-24907.576,0
1.128,1595457114760.664,35242.328,10963.978,-61631.984,-17077.357,-15874.432,-27747.566,-63180.555,-24946.893,0
1.132,1595457114764.664,37435.684,10938.184,-61661.980,-17158.115,-15864.798,-27862.566,-63236.102,-25074.521,0
1.136,1595457114768.664,39026.727,10941.692,-61617.723,-17126.867,-16845.123,-27857.246,-63242.895,-25121.146,0
1.140,1595457114772.664,38220.098,11038.364,-61552.188,-17021.836,-17271.996,-27802.887,-63172.219,-25024.721,0
1.144,1595457114776.664,36446.910,11072.115,-61566.918,-16992.936,-16675.250,-27691.934,-63143.207,-24919.869,0
1.148,1595457114780.664,35177.598,11016.034,-61625.590,-17069.758,-15919.828,-27771.146,-63162.316,-24951.342,0
1.152,1595457114784.663,37423.031,10975.757,-61682.879,-17160.350,-15880.311,-27766.678,-63241.176,-25067.033,0
1.156,1595457114788.663,39030.637,10985.904,-61617.520,-17127.650,-16852.656,-27686.748,-63226.289,-25096.717,0
1.160,1595457114792.663,38224.297,11096.590,-61559.941,-17019.131,-17272.041,-27672.486,-63156.281,-24996.268,0
1.164,1595457114796.663,36470.133,11129.447,-61580.773,-17000.088,-16646.596,-27761.961,-63128.723,-24936.633,0
1.168,1595457114800.663,35218.883,11085.213,-61628.027,-17048.883,-15881.138,-27674.320,-63151.297,-24939.137,0
1.172,1595457114804.663,37415.945,11032.284,-61662.426,-17131.270,-15876.332,-27769.783,-63226.109,-25053.152,0
1.176,1595457114808.663,39041.301,11037.157,-61624.719,-17125.191,-16839.715,-27837.264,-63237.598,-25136.949,0
1.180,1595457114812.663,38286.703,11141.964,-61570.918,-17004.268,-17248.572,-27641.396,-63171.371,-25013.791,0
1.184,1595457114816.662,36584.531,11182.443,-61590.430,-16965.711,-16628.154,-27659.635,-63138.559,-24921.076,0
1.188,1595457114820.662,35303.930,11136.488,-61634.465,-17043.338,-15896.739,-27761.895,-63165.871,-24966.941,0
1.192,1595457114824.662,37490.578,11092.276,-61660.859,-17139.229,-15834.042,-27884.939,-63226.734,-25103.266,0
1.196,1595457114828.662,39126.637,11113.936,-61607.574,-17094.301,-16763.092,-27854.096,-63220.766,-25143.744,0
1.200,1595457114832.662,38344.996,11199.632,-61560.570,-16994.857,-17230.713,-27681.605,-63161.668,-25033.617,0
1.204,1595457114836.662,36644.008,11214.049,-61591.348,-16967.723,-16615.035,-27595.910,-63139.004,-24927.246,0
1.208,1595457114840.662,35353.551,11155.666,-61661.422,-17063.992,-15910.150,-27867.283,-63180.711,-24995.508,0
1.212,1595457114844.661,37554.641,11124.217,-61680.039,-17148.615,-15846.224,-27894.596,-63228.902,-25116.342,0
1.216,1595457114848.661,39201.227,11129.738,-61621.051,-17089.428,-16789.982,-27650.604,-63218.508,-25107.512,0
1.220,1595457114852.661,38410.109,11251.063,-61546.105,-16974.652,-17255.791,-27689.787,-63131.227,-25009.566,0
1.224,1595457114856.661,36708.805,11265.592,-61580.977,-16959.766,-16628.379,-27721.639,-63110.840,-24937.953,0
1.228,1595457114860.661,35408.559,11216.061,-61620.004,-17035.180,-15877.248,-27765.895,-63131.359,-24965.467,0
1.232,1595457114864.661,37562.352,11154.414,-61679.680,-17153.131,-15818.731,-27938.584,-63213.258,-25119.180,0
1.236,1595457114868.661,39201.293,11157.879,-61640.051,-17121.615,-16816.334,-27778.188,-63219.941,-25155.166,0
1.240,1595457114872.661,38444.934,11294.984,-61575.434,-16987.324,-17306.977,-27725.863,-63139.922,-25036.746,0
1.244,1595457114876.660,36780.645,11310.720,-61582.453,-16955.607,-16638.525,-27555.543,-63095.195,-24915.824,0
1.248,1595457114880.660,35441.773,11257.567,-61628.184,-17030.822,-15885.697,-27670.453,-63127.895,-24959.365,0
1.252,1595457114884.660,37566.082,11221.671,-61664.996,-17126.285,-15855.835,-27818.756,-63198.684,-25095.129,0
1.256,1595457114888.660,39214.258,11260.786,-61611.910,-17090.590,-16805.471,-27802.775,-63190.660,-25134.871,0
1.260,1595457114892.660,38466.008,11364.364,-61539.199,-16978.049,-17319.674,-27757.557,-63130.957,-25028.543,0
1.264,1595457114896.660,36792.156,11367.940,-61560.324,-16981.268,-16762.422,-27816.924,-63120.652,-24972.889,0
1.268,1595457114900.660,35476.039,11310.385,-61605.695,-17031.156,-15892.805,-27598.391,-63127.426,-24950.312,0
1.272,1595457114904.659,37643.578,11275.516,-61632.387,-17130.377,-15765.243,-27716.096,-63186.992,-25083.127,0
1.276,1595457114908.659,39318.504,11256.808,-61617.387,-17114.596,-16784.506,-27712.072,-63222.242,-25132.881,0
1.280,1595457114912.659,38549.473,11363.157,-61545.438,-16993.830,-17315.918,-27707.736,-63155.434,-25022.688,0
1.284,1595457114916.659,36888.156,11422.300,-61538.867,-16964.414,-16692.080,-27759.727,-63106.414,-24931.604,0
1.288,1595457114920.659,35545.574,11365.728,-61596.980,-17036.119,-15879.931,-27701.098,-63122.645,-24936.545,0
1.292,1595457114924.659,37617.559,11277.662,-61669.422,-17176.062,-15837.574,-27891.623,-63224.789,-25093.945,0
1.296,1595457114928.659,39273.355,11298.270,-61611.711,-17137.059,-16784.395,-27927.072,-63216.566,-25143.654,0
1.300,1595457114932.659,38536.262,11400.597,-61553.262,-16991.260,-17304.451,-27643.363,-63147.543,-24993.406,0
1.304,1595457114936.658,36869.559,11438.058,-61552.410,-16958.826,-16682.068,-27577.850,-63105.344,-24893.605,0
1.308,1595457114940.658,35475.258,11401.043,-61594.902,-17026.463,-15894.660,-27708.295,-63122.086,-24922.664,0
1.312,1595457114944.658,37583.070,11350.685,-61654.758,-17130.152,-15775.659,-27793.521,-63202.238,-25048.258,0
1.316,1595457114948.658,39256.973,11358.508,-61621.543,-17123.066,-16743.691,-27796.092,-63216.051,-25117.771,0
1.320,1595457114952.658,38547.617,11462.712,-61566.047,-17003.307,-17310.152,-27630.801,-63161.332,-25002.303,0
1.324,1595457114956.658,36866.004,11489.690,-61571.789,-16979.502,-16723.373,-27610.215,-63119.938,-24923.602,0
1.328,1595457114960.658,35411.512,11444.339,-61617.746,-17049.754,-15902.818,-27785.787,-63131.738,-24978.834,0
1.332,1595457114964.657,37463.980,11411.034,-61664.750,-17150.246,-15801.789,-27887.086,-63202.574,-25116.408,0
1.336,1595457114968.657,39234.820,11430.771,-61608.738,-17103.912,-16727.508,-27733.775,-63192.582,-25130.064,0
1.340,1595457114972.657,38565.477,11504.957,-61571.566,-17008.916,-17268.354,-27565.959,-63145.016,-25033.305,0
1.344,1595457114976.657,36922.867,11555.271,-61563.141,-16965.600,-16655.223,-27605.633,-63097.207,-24939.539,0
1.348,1595457114980.657,35418.305,11502.878,-61627.289,-17040.791,-15914.106,-27723.113,-63128.723,-24965.422,0
1.352,1595457114984.657,37464.027,11457.929,-61680.105,-17132.924,-15777.202,-27795.422,-63198.641,-25084.982,0
1.356,1595457114988.657,39230.238,11440.584,-61650.086,-17113.658,-16703.682,-27725.350,-63214.801,-25135.811,0
1.360,1595457114992.657,38570.840,11543.625,-61575.477,-17004.604,-17236.123,-27680.109,-63145.555,-25043.027,0
1.364,1595457114996.656,36950.496,11610.993,-61578.965,-16962.068,-16663.895,-27724.455,-63104.227,-24958.828,0
1.368,1595457115000.656,35471.344,11545.302,-61635.848,-17010.303,-15881.965,-27599.664,-63123.516,-24950.090,0
1.372,1595457115004.656,37498.715,11500.486,-61669.309,-17107.242,-15762.405,-27784.045,-63190.457,-25094.303,0
1.376,1595457115008.656,39276.527,11509.517,-61626.125,-17083.684,-16687.945,-27755.232,-63195.578,-25156.373,0
1.380,1595457115012.656,38663.531,11620.157,-61554.824,-16955.184,-17227.070,-27611.668,-63122.086,-25042.402,0
1.384,1595457115016.656,37053.109,11635.200,-61609.184,-16956.055,-16700.598,-27663.232,-63121.121,-24978.363,0
1.388,1595457115020.656,35539.227,11597.604,-61631.691,-17011.801,-15937.866,-27780.312,-63122.711,-24991.551,0
1.392,1595457115024.656,37485.191,11563.720,-61649.797,-17082.275,-15758.605,-27747.074,-63170.723,-25079.014,0
1.396,1595457115028.656,39241.055,11555.896,-61628.875,-17078.811,-16683.453,-27664.439,-63190.680,-25139.141,0
1.400,1595457115032.655,38634.051,11662.536,-61573.375,-16969.311,-17263.816,-27593.652,-63131.113,-25044.057,0
1.404,1595457115036.655,37023.809,11699.350,-61566.762,-16945.326,-16693.043,-27752.686,-63080.711,-24974.072,0
1.408,1595457115040.655,35500.402,11668.906,-61599.887,-16983.994,-15875.349,-27660.350,-63083.371,-24965.355,0
1.412,1595457115044.655,37423.949,11620.471,-61663.430,-17089.025,-15781.002,-27756.172,-63167.613,-25098.080,0
1.416,1595457115048.655,39136.316,11591.503,-61658.066,-17105.678,-16769.418,-27838.828,-63206.125,-25191.867,0
1.420,1595457115052.655,38556.242,11706.994,-61565.129,-16954.154,-17301.166,-27531.760,-63115.848,-25026.555,0
1.424,1595457115056.655,36998.305,11746.087,-61570.961,-16923.801,-16691.053,-27609.857,-63069.043,-24952.906,0
1.428,1595457115060.655,35473.914,11694.857,-61624.496,-17009.275,-15885.921,-27721.906,-63097.855,-24997.207,0
1.432,1595457115064.654,37406.852,11663.363,-61677.469,-17092.781,-15752.704,-27727.518,-63171.035,-25097.744,0
1.436,1595457115068.654,39133.230,11651.695,-61641.395,-17089.070,-16701.357,-27774.902,-63187.621,-25168.801,0
1.440,1595457115072.654,38582.285,11756.928,-61572.371,-16972.170,-17263.012,-27641.799,-63123.359,-25059.500,0
1.444,1595457115076.654,37081.410,11791.015,-61581.086,-16946.176,-16726.592,-27638.602,-63097.094,-24965.355,0
1.448,1595457115080.654,35559.566,11776.352,-61600.848,-16980.105,-15942.381,-27775.283,-63094.703,-24956.973,0
1.452,1595457115084.654,37400.637,11728.094,-61646.379,-17081.047,-15813.881,-27800.428,-63165.871,-25066.586,0
1.456,1595457115088.654,39110.926,11717.812,-61596.980,-17052.057,-16690.494,-27666.273,-63173.785,-25101.299,0
1.460,1595457115092.653,38532.863,11814.976,-61531.578,-16927.980,-17233.932,-27522.061,-63114.352,-24985.158,0
1.464,1595457115096.653,37107.000,11848.570,-61551.359,-16922.035,-16635.285,-27606.215,-63086.121,-24911.086,0
1.468,1595457115100.653,35590.367,11801.564,-61608.738,-16988.174,-15878.835,-27701.521,-63108.316,-24915.287,0
1.472,1595457115104.653,37414.898,11751.898,-61659.742,-17088.936,-15768.439,-27714.820,-63190.504,-25023.961,0
1.476,1595457115108.653,39127.195,11765.265,-61605.941,-17060.930,-16693.980,-27706.662,-63193.363,-25063.725,0
1.480,1595457115112.653,38572.516,11872.620,-61528.762,-16942.488,-17234.514,-27761.895,-63116.250,-24982.299,0
1.484,1595457115116.653,37150.699,11912.742,-61531.938,-16912.178,-16601.311,-27662.586,-63066.762,-24887.684,0
1.488,1595457115120.653,35629.328,11855.007,-61597.047,-16967.902,-15874.544,-27568.932,-63090.211,-24872.127,0
1.492,1595457115124.652,37423.012,11781.872,-61659.742,-17077.984,-15757.823,-27669.783,-63169.379,-25004.002,0
1.496,1595457115128.652,39088.461,11766.941,-61629.613,-17079.727,-16666.936,-27722.600,-63187.820,-25090.012,0
1.500,1595457115132.652,38522.695,11883.282,-61545.078,-16949.439,-17226.443,-27676.891,-63101.164,-24986.566,0
1.504,1595457115136.652,37114.223,11939.050,-61548.902,-16912.826,-16621.248,-27627.090,-63052.211,-24894.143,0
1.508,1595457115140.652,35584.891,11887.372,-61604.758,-16984.688,-15903.959,-27693.699,-63086.879,-24929.682,0
1.512,1595457115144.652,37329.176,11839.741,-61651.766,-17089.049,-15795.955,-27804.139,-63160.215,-25054.516,0
1.516,1595457115148.652,38984.660,11833.550,-61614.168,-17057.375,-16678.379,-27650.471,-63167.145,-25080.623,0
1.520,1595457115152.651,38426.066,11935.519,-61560.523,-16957.574,-17241.420,-27614.059,-63112.160,-25001.811,0
1.524,1595457115156.651,37087.062,11984.916,-61573.043,-16936.832,-16623.014,-27739.318,-63074.562,-24938.377,0
1.528,1595457115160.651,35636.859,11918.486,-61632.230,-16993.986,-15882.076,-27658.875,-63103.285,-24941.797,0
1.532,1595457115164.651,37360.336,11876.309,-61669.578,-17081.738,-15733.438,-27699.822,-63159.680,-25043.609,0
1.536,1595457115168.651,38941.656,11883.886,-61630.305,-17064.215,-16684.615,-27697.654,-63173.738,-25102.842,0
1.540,1595457115172.651,38392.160,11985.117,-61557.707,-16962.672,-17246.918,-27620.631,-63112.340,-25016.631,0
1.544,1595457115176.651,37121.934,12037.777,-61569.555,-16918.930,-16627.842,-27608.314,-63075.078,-24919.803,0
1.548,1595457115180.651,35707.672,11971.125,-61616.805,-16985.760,-15836.322,-27728.857,-63091.125,-24949.418,0
1.552,1595457115184.650,37401.148,11923.247,-61668.641,-17065.221,-15739.159,-27729.686,-63163.211,-25039.004,0
1.556,1595457115188.650,38938.504,11914.820,-61636.898,-17057.889,-16692.439,-27686.031,-63178.789,-25094.146,0
1.560,1595457115192.650,38401.973,12005.301,-61574.113,-16960.637,-17237.174,-27678.119,-63129.035,-25028.141,0
1.564,1595457115196.650,37189.391,12072.423,-61565.688,-16911.441,-16628.088,-27642.871,-63078.789,-24926.105,0
1.568,1595457115200.650,35786.953,12015.313,-61603.773,-16963.879,-15844.324,-27691.643,-63088.422,-24938.467,0
1.572,1595457115204.650,37437.406,11973.293,-61651.609,-17051.898,-15743.607,-27766.297,-63160.262,-25037.395,0
1.576,1595457115208.650,39003.746,11977.696,-61619.285,-17040.566,-16629.898,-27753.914,-63168.555,-25084.043,0
1.580,1595457115212.649,38481.344,12062.588,-61556.879,-16935.135,-17170.207,-27600.537,-63109.770,-24991.775,0
1.584,1595457115216.649,37268.492,12097.680,-61554.938,-16922.461,-16551.467,-27642.803,-63073.516,-24930.822,0
1.588,1595457115220.649,35842.117,12038.984,-61614.371,-16982.498,-15819.402,-27707.736,-63100.090,-24943.271,0
1.592,1595457115224.649,37455.398,11987.933,-61671.230,-17076.330,-15722.418,-27828.613,-63166.363,-25052.059,0
1.596,1595457115228.649,39008.711,11996.605,-61628.586,-17046.625,-16672.277,-27684.266,-63178.031,-25084.424,0
1.600,1595457115232.649,38483.355,12104.564,-61555.316,-16927.221,-17232.635,-27693.318,-63106.324,-24996.514,0
1.604,1595457115236.649,37289.613,12147.077,-61553.504,-16892.396,-16589.150,-27591.529,-63058.828,-24903.150,0
1.608,1595457115240.649,35846.297,12082.392,-61616.359,-16962.357,-15842.491,-27678.633,-63088.152,-24912.203,0
